temperature,humidity,ph,ec,label,ec_source,source_dataset
22.22,69.08,6.52,1.087,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.15,56.77,7.64,1.504,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.22,67.12,6.17,1.743,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.82,56.17,7.67,1.932,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.92,67.33,6.36,1.221,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.3,67.52,6.1,1.584,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.88,49.28,6.9,2.785,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.31,60.95,6.85,2.449,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.07,65.63,6.71,2.252,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.07,61.53,6.73,2.06,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.68,51.04,6.88,0.749,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.71,54.25,5.98,1.662,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.55,60.94,6.26,2.127,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.02,71.96,7.09,2.357,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.53,65.02,6.12,2.517,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.55,53.71,7.12,1.67,Orge,synthetic_catalog,ml_model.rules.crop_catalog
25.54,70.67,6.02,2.489,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.84,53.83,6.51,2.72,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.43,68.86,6.81,2.004,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.0,57.58,7.53,2.251,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.74,59.81,6.39,1.303,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.34,61.27,7.61,1.101,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.62,50.77,6.2,2.515,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.02,63.38,7.1,2.764,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.74,64.4,6.27,2.291,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.46,64.87,6.36,2.457,Orge,synthetic_catalog,ml_model.rules.crop_catalog
14.64,63.87,5.96,0.637,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.28,65.86,7.34,2.458,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.51,51.49,6.47,0.578,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.68,51.81,6.62,0.81,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.66,52.38,6.83,2.793,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.61,56.93,6.52,0.387,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.9,68.3,6.82,2.547,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.61,48.9,6.55,1.362,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.67,69.6,6.83,1.34,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.31,59.54,7.09,2.118,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.83,56.75,7.04,2.176,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.05,58.39,6.51,1.97,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.12,52.25,6.36,2.848,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.33,52.6,5.97,0.985,Orge,synthetic_catalog,ml_model.rules.crop_catalog
13.97,63.04,7.73,0.599,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.29,59.92,6.81,2.413,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.4,56.14,7.93,2.927,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.08,66.86,7.98,2.658,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.84,66.19,6.03,1.389,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.84,63.77,7.94,1.986,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.95,52.62,7.21,0.307,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.46,57.8,7.58,0.766,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.72,60.69,7.82,0.393,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.95,57.6,6.96,0.69,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.23,51.5,6.19,0.692,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.5,58.84,7.46,2.394,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.41,52.6,6.96,0.665,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.67,55.38,6.76,2.105,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.1,48.99,7.86,0.712,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.43,52.9,6.41,1.997,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.01,57.82,7.7,2.547,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.93,53.28,7.1,0.94,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.97,48.28,6.39,0.609,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.13,63.82,6.42,2.681,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.26,58.81,8.0,1.319,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.04,56.35,7.97,1.256,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.61,57.66,6.44,2.444,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.1,53.78,6.26,0.43,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.19,57.8,7.15,2.328,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.39,61.96,6.46,0.327,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.88,54.54,7.4,0.619,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.81,63.11,7.84,0.639,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.55,66.93,6.29,3.058,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.17,61.97,6.87,1.368,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.44,54.73,6.46,2.067,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.54,63.83,6.74,1.573,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.17,53.23,7.02,2.509,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.13,54.52,6.08,1.927,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.43,71.35,7.0,2.719,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.81,71.04,6.64,2.303,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.95,55.99,7.64,2.954,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.42,72.98,7.4,0.333,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.34,65.24,6.28,2.712,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.08,64.32,7.72,3.063,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.9,54.42,7.26,2.793,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.07,60.91,7.33,0.529,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.61,65.43,7.33,0.304,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.3,62.92,7.95,1.066,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.19,63.19,6.31,0.176,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.8,71.63,6.26,2.125,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.55,54.97,7.93,2.211,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.21,67.44,6.16,1.313,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.48,62.23,6.25,2.405,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.75,58.53,8.05,1.807,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.61,67.66,7.59,1.72,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.21,65.94,6.49,1.65,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.75,60.27,6.37,0.456,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.38,58.18,6.85,0.322,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.43,55.63,6.42,0.945,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.18,52.3,6.28,0.466,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.96,55.91,7.95,1.987,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.44,57.8,6.89,1.967,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.93,49.85,7.18,1.412,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.11,56.51,7.88,1.638,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.24,61.06,7.82,0.736,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.87,71.23,6.4,2.784,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.25,59.66,6.58,2.155,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.64,61.21,7.92,1.918,Orge,synthetic_catalog,ml_model.rules.crop_catalog
25.49,60.99,6.2,1.276,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.29,69.73,7.25,0.615,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.94,54.9,6.51,0.316,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.74,55.66,6.16,1.847,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.62,64.77,6.11,2.166,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.45,61.13,6.5,3.033,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.66,51.21,6.7,1.343,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.74,56.07,7.43,2.419,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.08,62.88,7.29,0.52,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.06,53.99,6.97,1.256,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.96,56.16,7.68,2.588,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.06,50.13,7.67,2.617,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.48,68.65,6.51,0.923,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.98,57.98,6.71,1.638,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.54,53.81,7.78,1.565,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.66,57.24,6.97,2.094,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.64,67.59,6.95,1.134,Orge,synthetic_catalog,ml_model.rules.crop_catalog
13.62,50.87,7.06,2.871,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.44,69.39,7.0,1.208,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.27,62.17,6.95,1.437,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.52,67.65,6.56,0.691,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.87,49.53,6.84,2.423,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.01,59.19,6.78,0.581,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.06,58.76,7.97,2.067,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.46,55.56,6.83,2.478,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.23,70.94,6.49,2.086,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.94,69.66,7.45,1.91,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.63,54.73,6.63,1.927,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.99,55.05,7.7,2.895,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.9,62.36,7.58,1.278,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.45,63.91,6.98,1.808,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.29,58.4,6.36,1.939,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.72,65.44,7.19,2.118,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.39,68.34,6.89,1.104,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.08,60.46,7.03,0.693,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.39,65.25,6.7,2.895,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.46,66.51,6.94,1.507,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.19,61.05,6.93,1.151,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.3,52.92,7.09,1.628,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.69,50.55,7.61,2.768,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.55,69.11,7.81,2.432,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.38,68.13,6.82,1.273,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.79,63.14,6.93,1.26,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.72,53.33,7.85,2.666,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.27,70.64,7.02,0.943,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.63,61.48,7.12,1.185,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.94,57.69,7.73,1.363,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.51,63.53,6.81,2.096,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.9,63.47,7.7,1.111,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.76,59.22,7.76,0.26,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.57,57.99,6.27,1.334,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.22,68.69,7.59,1.128,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.24,68.09,6.23,2.969,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.46,59.5,6.48,1.104,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.69,51.53,6.75,2.847,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.9,57.22,6.79,0.788,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.52,61.46,7.17,0.161,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.72,56.18,7.11,1.347,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.02,51.39,7.9,1.407,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.66,63.83,6.09,1.967,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.4,61.37,7.59,3.028,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.96,53.23,6.93,0.82,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.26,54.68,6.11,1.234,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.01,66.56,7.76,1.383,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.05,63.16,6.49,1.506,Orge,synthetic_catalog,ml_model.rules.crop_catalog
25.29,58.78,6.33,1.506,Orge,synthetic_catalog,ml_model.rules.crop_catalog
13.79,67.6,7.03,1.974,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.39,59.17,6.46,0.632,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.18,48.61,6.21,2.625,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.47,57.06,6.79,1.295,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.72,67.61,7.52,0.525,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.43,69.32,6.94,0.697,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.63,65.53,7.87,2.728,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.89,53.98,6.88,1.896,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.08,54.95,6.24,1.94,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.9,49.42,6.87,2.645,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.49,51.61,7.43,0.992,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.95,69.11,7.27,2.08,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.96,64.68,7.02,2.3,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.37,60.67,7.77,1.311,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.04,62.02,7.46,2.633,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.4,67.72,7.24,2.006,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.32,59.35,7.25,2.277,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.31,57.94,6.47,0.906,Orge,synthetic_catalog,ml_model.rules.crop_catalog
19.13,61.04,6.54,2.052,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.32,69.86,6.02,0.261,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.41,65.77,6.92,2.211,Orge,synthetic_catalog,ml_model.rules.crop_catalog
17.75,65.02,7.58,0.492,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.92,67.16,7.14,0.805,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.52,64.72,7.94,2.071,Orge,synthetic_catalog,ml_model.rules.crop_catalog
15.69,70.33,7.96,1.946,Orge,synthetic_catalog,ml_model.rules.crop_catalog
20.81,49.68,6.67,0.782,Orge,synthetic_catalog,ml_model.rules.crop_catalog
24.67,68.64,6.48,0.707,Orge,synthetic_catalog,ml_model.rules.crop_catalog
21.1,71.44,6.67,2.851,Orge,synthetic_catalog,ml_model.rules.crop_catalog
23.92,62.08,6.2,1.639,Orge,synthetic_catalog,ml_model.rules.crop_catalog
16.26,54.52,6.79,1.973,Orge,synthetic_catalog,ml_model.rules.crop_catalog
14.24,52.56,6.95,3.036,Orge,synthetic_catalog,ml_model.rules.crop_catalog
22.11,63.07,6.67,3.013,Orge,synthetic_catalog,ml_model.rules.crop_catalog
18.53,74.57,7.58,0.507,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.1,68.57,7.73,2.586,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.93,81.6,7.63,0.687,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.33,66.88,7.7,1.956,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.74,63.65,7.54,0.34,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.64,75.24,6.92,1.573,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.89,74.93,8.02,2.736,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.49,65.56,7.66,0.711,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.23,66.23,7.36,2.449,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.81,62.4,7.86,2.33,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.93,59.67,8.06,1.355,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.46,75.42,6.65,0.489,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.29,70.61,7.27,3.413,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.21,62.32,7.74,3.342,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
19.42,63.28,7.74,3.341,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.87,76.4,6.89,1.749,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.46,71.62,6.76,1.392,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.11,67.95,7.82,2.33,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
19.18,61.77,7.73,2.754,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.98,75.02,7.7,2.511,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.47,74.05,7.61,1.283,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.06,74.27,7.95,1.297,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.68,64.18,7.04,3.292,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.64,62.04,7.06,1.04,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.14,66.09,6.87,1.628,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.86,75.24,7.16,2.046,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.35,77.02,7.18,2.717,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.52,69.69,6.76,2.293,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.17,65.18,7.59,0.167,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
14.53,68.97,6.43,1.7,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.62,68.49,7.38,3.338,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.21,64.82,7.87,2.137,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.06,70.22,6.94,0.29,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.4,73.41,6.88,1.786,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
14.72,76.82,6.84,2.412,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.12,66.22,7.61,0.67,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.92,58.54,6.9,3.37,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.02,73.65,7.15,2.735,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.28,63.04,7.58,3.035,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.43,65.81,7.83,3.048,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.56,73.07,7.14,1.496,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.56,61.3,7.47,1.721,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.57,63.84,6.81,1.597,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.65,66.03,7.44,2.982,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
19.49,66.1,6.67,0.276,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.29,64.79,7.9,0.748,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
19.27,73.65,7.15,2.546,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
19.54,68.15,6.98,1.217,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.94,80.02,7.62,1.34,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.74,75.44,7.65,2.59,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.5,71.51,7.64,2.397,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.96,63.71,7.81,0.719,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.71,78.7,6.74,3.142,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.29,79.68,6.78,3.312,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
19.61,64.46,7.62,3.14,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.44,69.73,7.84,2.335,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.12,69.98,7.39,1.684,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.36,56.82,6.59,2.759,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.09,71.19,7.86,1.301,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
25.93,76.51,7.5,3.006,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.23,63.85,8.01,0.781,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.2,76.66,7.15,3.086,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.93,69.01,7.57,0.301,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.91,76.93,7.76,2.706,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.4,75.7,7.72,3.491,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.44,64.23,6.91,0.194,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.59,65.86,7.69,1.267,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.62,69.57,7.79,1.59,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.92,73.02,7.41,0.742,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.78,62.14,7.21,1.977,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.54,70.45,7.99,1.635,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.32,77.73,8.0,3.376,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.42,76.91,7.03,0.635,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.72,61.76,7.36,2.443,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.66,78.42,7.86,0.289,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.01,74.98,7.5,1.685,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.14,66.45,6.94,1.157,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.49,61.59,7.29,1.535,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.36,75.37,7.63,1.173,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.8,68.5,7.66,1.918,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.03,70.49,7.05,2.663,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.56,77.75,7.21,3.278,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.75,61.87,7.58,3.391,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.02,67.35,6.68,0.773,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
14.24,62.5,6.68,3.51,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.24,57.44,6.69,0.459,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.25,75.8,7.75,2.961,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.18,62.91,7.8,0.772,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.19,65.48,6.77,1.918,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.45,60.45,8.01,3.015,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
16.57,66.48,7.44,2.102,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.36,67.01,7.64,1.604,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
21.36,65.34,7.81,1.065,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.65,74.55,6.46,0.96,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
20.51,75.37,6.75,1.971,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.85,69.49,7.16,0.671,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
22.73,62.66,6.6,2.36,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.88,73.16,7.52,2.929,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
18.31,75.07,7.86,2.715,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
24.89,70.77,6.93,3.204,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
15.43,66.68,7.25,1.757,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
23.94,64.72,7.73,3.354,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
17.87,61.12,7.35,0.932,Betterave à sucre,synthetic_catalog,ml_model.rules.crop_catalog
